sent_id	split	source	sentence	tokens_json
s66	train	Gopathabrāhmaṇa	somaḥ devaḥ devatā bhavanti	[{"form": "somaḥ", "kind": "noun", "lemma": "soma", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s67	train	Gopathabrāhmaṇa	viṣṇuḥ devaḥ devatāḥ bhavanti	[{"form": "viṣṇuḥ", "kind": "noun", "lemma": "viṣṇu", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s68	train	Gopathabrāhmaṇa	ādityaḥ devaḥ devatāḥ bhavanti	[{"form": "ādityaḥ", "kind": "noun", "lemma": "āditya", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s69	train	Gopathabrāhmaṇa	vasavaḥ devāḥ devatāḥ bhavanti	[{"form": "vasavaḥ", "kind": "noun", "lemma": "vasu", "slot": "nom:pl"}, {"form": "devāḥ", "kind": "noun", "lemma": "deva", "slot": "nom:pl"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s70	train	Gopathabrāhmaṇa	rudrāḥ devāḥ devatāḥ bhavanti	[{"form": "rudrāḥ", "kind": "noun", "lemma": "rudra", "slot": "nom:pl"}, {"form": "devāḥ", "kind": "noun", "lemma": "deva", "slot": "nom:pl"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s71	eval	Gopathabrāhmaṇa	ādityāḥ devāḥ devatāḥ bhavanti	[{"form": "ādityāḥ", "kind": "noun", "lemma": "āditya", "slot": "nom:pl"}, {"form": "devāḥ", "kind": "noun", "lemma": "deva", "slot": "nom:pl"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s72	train	Gopathabrāhmaṇa	varuṇaḥ devaḥ devatāḥ bhavanti	[{"form": "varuṇaḥ", "kind": "noun", "lemma": "varuṇa", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s73	train	Gopathabrāhmaṇa	aditiḥ devī devatāḥ bhavanti	[{"form": "aditiḥ", "kind": "noun", "lemma": "aditi", "slot": "nom:sg"}, {"form": "devī", "kind": "noun", "lemma": "devī", "slot": "nom:sg"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s74	train	Gopathabrāhmaṇa	kāmaḥ devaḥ devatāḥ bhavanti	[{"form": "kāmaḥ", "kind": "noun", "lemma": "kāma", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s75	train	Gopathabrāhmaṇa	svargaḥ lokaḥ devaḥ devatāḥ bhavanti	[{"form": "svargaḥ", "kind": "noun", "lemma": "svarga", "slot": "nom:sg"}, {"form": "lokaḥ", "kind": "noun", "lemma": "loka", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s76	train	Gopathabrāhmaṇa	brahmā devaḥ devatā bhavanti	[{"form": "brahmā", "kind": "noun", "lemma": "brahman", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s77	train	Gopathabrāhmaṇa	kṣatram devaḥ devatā bhavanti	[{"form": "kṣatram", "kind": "noun", "lemma": "kṣatra", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s78	train	Gopathabrāhmaṇa	agniḥ devaḥ devatā bhavanti	[{"form": "agniḥ", "kind": "noun", "lemma": "agni", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s79	train	Gopathabrāhmaṇa	sūryaḥ devaḥ devatā bhavanti	[{"form": "sūryaḥ", "kind": "noun", "lemma": "sūrya", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s80	train	Gopathabrāhmaṇa	indraḥ devaḥ devatā bhavanti	[{"form": "indraḥ", "kind": "noun", "lemma": "indra", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s81	eval	Gopathabrāhmaṇa	viśve devāḥ devatāḥ bhavanti	[{"form": "viśve", "kind": "adj", "lemma": "viśva", "slot": "m:nom:pl"}, {"form": "devāḥ", "kind": "noun", "lemma": "deva", "slot": "nom:pl"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s82	train	Gopathabrāhmaṇa	diśaḥ devyaḥ devatāḥ bhavanti	[{"form": "diśaḥ", "kind": "noun", "lemma": "diś", "slot": "nom:pl"}, {"form": "devyaḥ", "kind": "noun", "lemma": "devī", "slot": "nom:pl"}, {"form": "devatāḥ", "kind": "noun", "lemma": "devatā", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s83	train	Gopathabrāhmaṇa	saṃvatsaraḥ devaḥ devatā bhavanti	[{"form": "saṃvatsaraḥ", "kind": "noun", "lemma": "saṃvatsara", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s84	train	Gopathabrāhmaṇa	prajāpatiḥ devaḥ devatā bhavanti	[{"form": "prajāpatiḥ", "kind": "noun", "lemma": "prajāpati", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s85	train	Gopathabrāhmaṇa	svargaḥ lokaḥ devaḥ devatā bhavanti	[{"form": "svargaḥ", "kind": "noun", "lemma": "svarga", "slot": "nom:sg"}, {"form": "lokaḥ", "kind": "noun", "lemma": "loka", "slot": "nom:sg"}, {"form": "devaḥ", "kind": "noun", "lemma": "deva", "slot": "nom:sg"}, {"form": "devatā", "kind": "noun", "lemma": "devatā", "slot": "nom:sg"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s86	train	Gopathabrāhmaṇa	tat eva āpnoti	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s87	train	Gopathabrāhmaṇa	balam eva tat tejasi pratiṣṭhāpayati	[{"form": "balam", "kind": "noun", "lemma": "bala", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "tejasi", "kind": "noun", "lemma": "tejas", "slot": "loc:sg"}, {"form": "pratiṣṭhāpayati", "kind": "verb", "lemma": "pratiṣṭhāpay", "slot": "3:sg"}]
s88	train	Gopathabrāhmaṇa	priyābhyām eva tat tanūbhyām samardhayati	[{"form": "priyābhyām", "kind": "adj", "lemma": "priya", "slot": "f:ins:du"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "tanūbhyām", "kind": "noun", "lemma": "tanū", "slot": "ins:du"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s89	train	Gopathabrāhmaṇa	hiraṇyam haste bhavati	[{"form": "hiraṇyam", "kind": "noun", "lemma": "hiraṇya", "slot": "nom:sg"}, {"form": "haste", "kind": "noun", "lemma": "hasta", "slot": "loc:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s90	train	Gopathabrāhmaṇa	tat madhyena eva madhyam samardhayati	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "madhyena", "kind": "noun", "lemma": "madhya", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "madhyam", "kind": "noun", "lemma": "madhya", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s91	eval	Gopathabrāhmaṇa	indraḥ ca hi eva chandāṃsi ca rātrim vahanti	[{"form": "indraḥ", "kind": "noun", "lemma": "indra", "slot": "nom:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "hi", "kind": "ind", "lemma": "hi", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "chandāṃsi", "kind": "noun", "lemma": "chandas", "slot": "nom:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "rātrim", "kind": "noun", "lemma": "rātri", "slot": "acc:sg"}, {"form": "vahanti", "kind": "verb", "lemma": "vah", "slot": "3:pl"}]
s92	train	Haribhaktivilāsa	karmaṇā manasā vācā saḥ yāti paramām gatim	[{"form": "karmaṇā", "kind": "noun", "lemma": "karman", "slot": "ins:sg"}, {"form": "manasā", "kind": "noun", "lemma": "manas", "slot": "ins:sg"}, {"form": "vācā", "kind": "noun", "lemma": "vāc", "slot": "ins:sg"}, {"form": "saḥ", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "yāti", "kind": "verb", "lemma": "yā", "slot": "3:sg"}, {"form": "paramām", "kind": "adj", "lemma": "parama", "slot": "f:acc:sg"}, {"form": "gatim", "kind": "noun", "lemma": "gati", "slot": "acc:sg"}]
s93	eval	Haribhaktivilāsa	vistareṇa na śaknoti bṛhaspatiḥ api dvijāḥ	[{"form": "vistareṇa", "kind": "noun", "lemma": "vistara", "slot": "ins:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "śaknoti", "kind": "verb", "lemma": "śak", "slot": "3:sg"}, {"form": "bṛhaspatiḥ", "kind": "noun", "lemma": "bṛhaspati", "slot": "nom:sg"}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "dvijāḥ", "kind": "noun", "lemma": "dvija", "slot": "voc:pl"}]
s94	train	Harivaṃśa	indraḥ asi tāta bhūtānām sarveṣām na atra saṃśayaḥ	[{"form": "indraḥ", "kind": "noun", "lemma": "indra", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "tāta", "kind": "noun", "lemma": "tāta", "slot": "voc:sg"}, {"form": "bhūtānām", "kind": "noun", "lemma": "bhūta", "slot": "gen:pl"}, {"form": "sarveṣām", "kind": "adj", "lemma": "sarva", "slot": "n:gen:pl"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "atra", "kind": "ind", "lemma": "atra", "slot": ""}, {"form": "saṃśayaḥ", "kind": "noun", "lemma": "saṃśaya", "slot": "nom:sg"}]
s95	train	Harivaṃśa	ekaḥ tvam asi lokānām devānām ca sanātanaḥ	[{"form": "ekaḥ", "kind": "adj", "lemma": "eka", "slot": "m:nom:sg"}, {"form": "tvam", "kind": "pron", "lemma": "tvad", "slot": ""}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "lokānām", "kind": "noun", "lemma": "loka", "slot": "gen:pl"}, {"form": "devānām", "kind": "noun", "lemma": "deva", "slot": "gen:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "sanātanaḥ", "kind": "adj", "lemma": "sanātana", "slot": "m:nom:sg"}]
s96	train	Hiraṇyakeśigṛhyasūtra	kumāram eva aham varam vṛṇe iti	[{"form": "kumāram", "kind": "noun", "lemma": "kumāra", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "varam", "kind": "noun", "lemma": "vara", "slot": "acc:sg"}, {"form": "vṛṇe", "kind": "verb", "lemma": "vṛ", "slot": "1:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s97	train	Hitopadeśa	tena aham eva bravīmi	[{"form": "tena", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "bravīmi", "kind": "verb", "lemma": "brū", "slot": "1:sg"}]
s98	train	Hitopadeśa	saṃdhim api kathayāmi	[{"form": "saṃdhim", "kind": "noun", "lemma": "saṃdhi", "slot": "acc:sg"}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "kathayāmi", "kind": "verb", "lemma": "kathay", "slot": "1:sg"}]
s99	train	Jaiminigṛhyasūtra	tasya vratāni bhavanti	[{"form": "tasya", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "vratāni", "kind": "noun", "lemma": "vrata", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s100	train	Jaiminigṛhyasūtra	bahavaḥ putrāḥ bhavanti	[{"form": "bahavaḥ", "kind": "adj", "lemma": "bahu", "slot": "m:nom:pl"}, {"form": "putrāḥ", "kind": "noun", "lemma": "putra", "slot": "nom:pl"}, {"form": "bhavanti", "kind": "verb", "lemma": "bhū", "slot": "3:pl"}]
s101	train	Jaiminīya-Upaniṣad-Brāhmaṇa	vācā hi sāma gāyati	[{"form": "vācā", "kind": "noun", "lemma": "vāc", "slot": "ins:sg"}, {"form": "hi", "kind": "ind", "lemma": "hi", "slot": ""}, {"form": "sāma", "kind": "noun", "lemma": "sāman", "slot": "acc:sg"}, {"form": "gāyati", "kind": "verb", "lemma": "gā", "slot": "3:sg"}]
s102	train	Jaiminīya-Upaniṣad-Brāhmaṇa	sa yajñena eva jāyate	[{"form": "sa", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "yajñena", "kind": "noun", "lemma": "yajña", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "jāyate", "kind": "verb", "lemma": "jan", "slot": "3:sg"}]
s103	train	Jaiminīyabrāhmaṇa	āditye eva tat ātmānam juhoti	[{"form": "āditye", "kind": "noun", "lemma": "āditya", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ātmānam", "kind": "noun", "lemma": "ātman", "slot": "acc:sg"}, {"form": "juhoti", "kind": "verb", "lemma": "hu", "slot": "3:sg"}]
s104	train	Jaiminīyabrāhmaṇa	prāṇe eva tat pratitiṣṭhati	[{"form": "prāṇe", "kind": "noun", "lemma": "prāṇa", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "pratitiṣṭhati", "kind": "verb", "lemma": "pratiṣṭhā", "slot": "3:sg"}]
s105	train	Jaiminīyabrāhmaṇa	cakṣuṣī eva tat dadhāti	[{"form": "cakṣuṣī", "kind": "noun", "lemma": "cakṣus", "slot": "acc:du"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s106	eval	Jaiminīyabrāhmaṇa	jyotiḥ iti nidhanam karoti	[{"form": "jyotiḥ", "kind": "noun", "lemma": "jyotis", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "nidhanam", "kind": "noun", "lemma": "nidhana", "slot": "acc:sg"}, {"form": "karoti", "kind": "verb", "lemma": "kṛ", "slot": "3:sg"}]
s107	train	Jaiminīyabrāhmaṇa	cakṣuṣi eva tat pratitiṣṭhati	[{"form": "cakṣuṣi", "kind": "noun", "lemma": "cakṣus", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "pratitiṣṭhati", "kind": "verb", "lemma": "pratiṣṭhā", "slot": "3:sg"}]
s108	train	Jaiminīyabrāhmaṇa	śrotram eva tat dadhāti	[{"form": "śrotram", "kind": "noun", "lemma": "śrotra", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s109	train	Jaiminīyabrāhmaṇa	paśuṣu eva tat pratitiṣṭhati	[{"form": "paśuṣu", "kind": "noun", "lemma": "paśu", "slot": "loc:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "pratitiṣṭhati", "kind": "verb", "lemma": "pratiṣṭhā", "slot": "3:sg"}]
s110	train	Jaiminīyabrāhmaṇa	ṛtuṣu eva tat pratitiṣṭhati	[{"form": "ṛtuṣu", "kind": "noun", "lemma": "ṛtu", "slot": "loc:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "pratitiṣṭhati", "kind": "verb", "lemma": "pratiṣṭhā", "slot": "3:sg"}]
s111	train	Jaiminīyabrāhmaṇa	yajñasya eva tat pratiṣṭhām dadhāti	[{"form": "yajñasya", "kind": "noun", "lemma": "yajña", "slot": "gen:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "pratiṣṭhām", "kind": "noun", "lemma": "pratiṣṭhā", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s112	train	Jaiminīyabrāhmaṇa	tān eva tat āpnoti	[{"form": "tān", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s113	eval	Jaiminīyabrāhmaṇa	yajñe ca eva tat paśuṣu ca pratitiṣṭhati	[{"form": "yajñe", "kind": "noun", "lemma": "yajña", "slot": "loc:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "paśuṣu", "kind": "noun", "lemma": "paśu", "slot": "loc:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "pratitiṣṭhati", "kind": "verb", "lemma": "pratiṣṭhā", "slot": "3:sg"}]
s114	train	Jaiminīyabrāhmaṇa	tāni eva tat āpnoti	[{"form": "tāni", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s115	train	Jaiminīyabrāhmaṇa	indriye eva tat vīrye pratitiṣṭhati	[{"form": "indriye", "kind": "noun", "lemma": "indriya", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "vīrye", "kind": "noun", "lemma": "vīrya", "slot": "loc:sg"}, {"form": "pratitiṣṭhati", "kind": "verb", "lemma": "pratiṣṭhā", "slot": "3:sg"}]
s116	eval	Jaiminīyabrāhmaṇa	saṃvatsare eva tat pratitiṣṭhati	[{"form": "saṃvatsare", "kind": "noun", "lemma": "saṃvatsara", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "pratitiṣṭhati", "kind": "verb", "lemma": "pratiṣṭhā", "slot": "3:sg"}]
s117	train	Jaiminīyabrāhmaṇa	prajāpatau eva tat pratitiṣṭhati	[{"form": "prajāpatau", "kind": "noun", "lemma": "prajāpati", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "pratitiṣṭhati", "kind": "verb", "lemma": "pratiṣṭhā", "slot": "3:sg"}]
s118	train	Jaiminīyabrāhmaṇa	prāṇam eva tat paśuṣu dadhāti	[{"form": "prāṇam", "kind": "noun", "lemma": "prāṇa", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "paśuṣu", "kind": "noun", "lemma": "paśu", "slot": "loc:pl"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s119	train	Jaiminīyabrāhmaṇa	indraḥ iti nidhanam bhavati	[{"form": "indraḥ", "kind": "noun", "lemma": "indra", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "nidhanam", "kind": "noun", "lemma": "nidhana", "slot": "nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s120	train	Jaiminīyabrāhmaṇa	tat eva tena āpnoti	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tena", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "āpnoti", "kind": "verb", "lemma": "āp", "slot": "3:sg"}]
s121	train	Jaiminīyabrāhmaṇa	vīryeṇa tat vīryam samardhayati	[{"form": "vīryeṇa", "kind": "noun", "lemma": "vīrya", "slot": "ins:sg"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "vīryam", "kind": "noun", "lemma": "vīrya", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s122	train	Jaiminīyabrāhmaṇa	paśubhiḥ tat paśūn samardhayati	[{"form": "paśubhiḥ", "kind": "noun", "lemma": "paśu", "slot": "ins:pl"}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "paśūn", "kind": "noun", "lemma": "paśu", "slot": "acc:pl"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s123	train	Jaiminīyaśrautasūtra	grahān gṛhṇanti adhvaryavaḥ	[{"form": "grahān", "kind": "noun", "lemma": "graha", "slot": "acc:pl"}, {"form": "gṛhṇanti", "kind": "verb", "lemma": "grah", "slot": "3:pl"}, {"form": "adhvaryavaḥ", "kind": "noun", "lemma": "adhvaryu", "slot": "nom:pl"}]
s124	eval	Jaiminīyaśrautasūtra	atha dakṣiṇāḥ nayanti	[{"form": "atha", "kind": "ind", "lemma": "atha", "slot": ""}, {"form": "dakṣiṇāḥ", "kind": "noun", "lemma": "dakṣiṇā", "slot": "acc:pl"}, {"form": "nayanti", "kind": "verb", "lemma": "nī", "slot": "3:pl"}]
s125	train	Jaiminīyaśrautasūtra	prajāpateḥ bhāgaḥ asi iti	[{"form": "prajāpateḥ", "kind": "noun", "lemma": "prajāpati", "slot": "gen:sg"}, {"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s126	train	Kathāsaritsāgara	tat evam devi devānām api santi na siddhayaḥ	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "evam", "kind": "ind", "lemma": "evam", "slot": ""}, {"form": "devi", "kind": "noun", "lemma": "devī", "slot": "voc:sg"}, {"form": "devānām", "kind": "noun", "lemma": "deva", "slot": "gen:pl"}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "santi", "kind": "verb", "lemma": "as", "slot": "3:pl"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "siddhayaḥ", "kind": "noun", "lemma": "siddhi", "slot": "nom:pl"}]
s127	train	Kauśikasūtra	annam dadāti prathamam	[{"form": "annam", "kind": "noun", "lemma": "anna", "slot": "acc:sg"}, {"form": "dadāti", "kind": "verb", "lemma": "dā", "slot": "3:sg"}, {"form": "prathamam", "kind": "adj", "lemma": "prathama", "slot": "n:acc:sg"}]
s128	train	Kauṣītakibrāhmaṇa	annāt eva te sarve jāyante	[{"form": "annāt", "kind": "noun", "lemma": "anna", "slot": "abl:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "te", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "sarve", "kind": "adj", "lemma": "sarva", "slot": "m:nom:pl"}, {"form": "jāyante", "kind": "verb", "lemma": "jan", "slot": "3:pl"}]
s129	eval	Kauṣītakibrāhmaṇa	sa satyam vadati	[{"form": "sa", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "satyam", "kind": "noun", "lemma": "satya", "slot": "acc:sg"}, {"form": "vadati", "kind": "verb", "lemma": "vad", "slot": "3:sg"}]
